id,title,relaxed,excited,loneliness,depression,annoyance,regret,unfairness,fear,stress,worry
1325,Runaway,17.26,19.14,1.91,12.82,2.86,5.58,21.46,3.64,4.31,11.03
1326,Paradise,13.13,16.86,1.79,19.31,0.67,21.03,15.11,3.34,2.62,6.13
1327,그 밤,22.08,14.22,12.7,11.19,2.41,17.11,3.33,4.75,7.48,4.74
1328,놓지마 (Hold me),4.52,13.21,8.17,4.01,14.52,15.27,0.39,13.37,11.24,15.3
1329,Perhaps Love (사랑인가요) (Prod.By 박근태),6.23,3.01,7.01,4.09,1.91,14.87,20.95,22.56,11,8.37
1330,BODY,11.91,16.57,20.92,3.6,13.3,15.82,3.34,2.93,6.42,5.2
1331,봄인가 봐 (Spring Love),4.9,24.49,4.42,6.33,13.39,13.17,7.21,14.58,3.1,8.41
1332,Feelin` (Feat. 에릭남),11.35,9.01,2.67,14.05,6.04,18.74,0.76,9.87,17.12,10.41
1333,U & I,4.42,4.32,7.7,7.5,19.72,23.81,4.87,3.51,15.29,8.86
1334,Rainy Day,2.72,16.75,23.39,23.2,4.9,15.41,2.33,1.59,8.46,1.24
1335,Headlock,2.05,17.14,1.33,1.65,17.13,18.33,1.48,5.16,16.21,19.51
1336,Higher (Feat. 이루마),7.29,19.95,1.85,4.64,18.48,5.15,3.21,18.18,20.76,0.5
1337,If You,22.45,14.19,4.32,5.84,3.01,23.96,3.67,5.64,6.8,10.11
1338,보여줄게,0.94,8.58,20.7,6.56,5.56,18.71,4.44,14.1,18.17,2.25
1339,저녁 하늘,7.45,14.63,4.31,3.36,24,4.75,3.72,8.61,25.99,3.18
1340,Shut Up (Feat. Simon D),5.65,24.21,10.62,4.32,26.37,6.38,7.2,3.29,9.5,2.47
1341,Heaven,22.69,20.24,2.35,7.2,2.26,13.25,8.88,7.81,13.28,2.03
1342,손대지마,12.49,21.83,6.89,1.04,23.27,2.07,7.21,5.32,4.78,15.1
1343,너나 잘해,3.69,23.35,2.47,24.97,9.38,3.48,2.85,8.53,10.52,10.75
1344,Insane,20.64,20.59,2.25,14.44,0.37,12.8,0.82,4.19,13.91,9.99
1345,Symphony (Feat. 챈슬러),20.09,22.95,2.99,22.83,2.53,13.51,5.83,2.54,1.45,5.27
1346,노래가 늘었어,10.26,5.83,8.59,21.82,3.14,5.62,23.41,2.18,13.87,5.28
1347,첫눈처럼 너에게 가겠다,5.63,3.77,10.46,3.3,17.43,22.5,5.03,6.28,1.98,23.63
1348,파란 봄,6.8,14.76,14.54,23.08,2.26,11.5,3.69,6.76,10.04,6.57
1349,눈물이 맘을 훔쳐서,3.98,15.46,8.8,3.23,6.39,23.47,24.54,2.22,8,3.9
1350,하루하루,20.32,15.04,6.02,2.61,1.07,18.34,2.6,19.75,12.14,2.11
1351,홀로 크리스마스,2.39,20.43,6.44,10.47,3.74,21.87,1.81,12.99,10.17,9.69
1352,가르치지마,1.71,16.04,4.04,7.22,26.83,3.29,5.28,5.64,26.33,3.63
1353,I`m In Love,9.24,1.98,19.6,19.78,0.72,13.86,2.11,12.51,19.05,1.14
1354,Don't Cry For Me,11.84,17.06,4.96,9.9,1.09,11.32,1.3,11.66,8.59,22.27
1355,헤픈엔딩 (Feat. 조원선 Of 롤러코스터),9.37,5.81,1.66,12.1,6.42,20.92,1.88,0.98,20,20.86
1356,또 싸워 (Feat. 윤하),4.89,9.04,10.67,5.55,7.88,9.62,9.13,22.93,17.95,2.35
1357,AMOR FATI (Feat. 김종완 Of 넬),3.23,7.53,1.37,6.4,20.53,9.08,15.88,10.4,23.94,1.65
1358,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",2.52,9.5,1.86,0.49,20.05,2.64,7.37,18.06,21.17,16.34
1359,LESSON 5 (타임라인),7,4.49,5.02,11.85,6.83,9.5,7.79,5.66,28.56,13.29
1360,LIFE IS GOOD (Feat. 박재범),3.78,20.1,20.34,2.85,13.26,5.76,22.89,0.74,7.79,2.48
1361,EYES NOSE LIPS (Feat. 태양),6.21,21.67,1.92,20.32,7,2.1,2.82,3.97,22.32,11.66
1362,"Rosario (Feat. CL, 지코)",4.03,14.16,25.55,22.03,3.88,11.55,2.69,2.45,6.96,6.71
1363,내 얘기 같아 (Feat. 헤이즈 (Heize)),7.92,12.79,5.14,25.67,3.76,13.5,7.08,10.66,2.84,10.64
1364,연애소설 (Feat. 아이유),0.88,16.55,5.24,20.24,1.62,17.36,20.88,7.56,8.7,0.97
1365,빈차 (Feat. 오혁),2.19,15.17,5.13,22.83,4.56,20.95,0.78,3.17,20.6,4.62
1366,상실의 순기능 (Feat. 수현),8.65,1.78,4.25,16.36,10.65,8.17,0.71,4.6,22.21,22.63
1367,옥탑방,26.02,26.16,13.73,1.62,6.8,7.26,1.46,6.43,7.52,3.01
1368,유리구슬 (Glass Bead),21.48,21.42,19.61,2.93,2.13,1.9,14.21,8.4,1.05,6.87
1369,오늘부터 우리는 (Me Gustas Tu),5.77,24.84,4.71,10.98,4.39,15.64,3.09,6.23,8.67,15.69
1370,시간을 달려서 (Rough),5.97,20.77,1.18,17.94,0.89,16.67,8.09,7.58,1.31,19.59
1371,너 그리고 나 (NAVILLERA),10.39,27.8,8.33,13.95,6.64,10,3.66,4.68,6.67,7.88
1372,귀를 기울이면 (LOVE WHISPER),25.72,20.53,3.72,17.85,2.57,10.42,3.39,4.28,4.38,7.16
1373,마법소녀,14.17,24.66,8.97,9.88,4.24,9.36,8.65,3.63,10.19,6.26
1374,까탈레나 (Catallena),17.79,22.15,1.49,1.77,12.55,3.92,7.93,3.21,18.88,10.3
1375,방콕시티 (Bangkok City),16.15,15.8,4.13,4.69,12.88,11.16,1.61,15.07,13.1,5.41
1376,샹하이 로맨스,11.55,23.34,3.71,1.06,20.86,6.13,12.67,13.56,2.14,4.98
1377,아잉♡,21.7,16.98,1.9,17.17,8.63,14.99,4.57,2.21,7.09,4.77
1378,CLOSER,9.07,4.84,24.96,23.56,1.75,6.86,7.73,11.01,4.22,6.01
1379,Dolphin,3.81,15.89,6.96,1.28,20.83,20.91,10.78,2.32,15.69,1.52
1380,불꽃놀이 (Remember Me),10.64,27.93,6.77,15,6.17,10.91,3.7,4.97,7.41,6.5
1381,다섯 번째 계절 (SSFWL),8.3,4.78,7.53,21.24,3.7,21.61,2.41,2.93,3.89,23.62
1382,Destiny (나의 지구),3.7,9.99,16.91,14.76,2.38,13.11,3.53,3.41,6.2,26.01
1383,BUNGEE (Fall in Love),11.61,26.24,5.56,13.35,3.83,20.1,3,4.3,6.38,5.63
1384,Heart Sign (Prod. Flow Blow),6.08,26.8,8.89,20.08,4.77,11.03,3.1,4.79,5.96,8.49
1385,대충 입고 나와,10.21,20.34,1.09,12.52,9.39,2.04,1.43,4.2,19.05,19.73
1386,이 노래가 클럽에서 나온다면,21.31,15.46,3.6,16.04,1.27,22.3,2.46,5.63,4.16,7.76
1387,이루리,6.1,26.79,7.87,10.32,5.91,15.97,3.36,4.69,6.35,12.64
1388,너에게 닿기를 (I Wish),2.77,20.48,3.27,21.01,4.15,19.67,2.5,9.36,1,15.79
1389,Boogie Up,4.34,26.05,7.17,5.34,9.42,11.18,3.59,9.28,6.17,17.47
1390,비밀이야 (Secret),1.22,11.42,3.42,1.59,22.85,3.3,17.16,11.56,16.59,10.9
1391,UNNATURAL,4.32,16.25,2.36,1.87,19.66,3.38,20.99,19.19,9.91,2.06
1392,2 Different Tears,4.24,15.79,2.1,22.25,8.21,17.06,1.79,3.83,16.48,8.24
1393,I Feel You,13.63,14,12.4,2.83,2.72,20.84,1.28,6.33,5.96,20
1394,So Hot,1.66,21.19,3.44,15.04,22.07,14.84,2.76,1.82,13.75,3.44
1395,Tell me (Rap Ver.),6.6,26.97,7.06,11.97,5.24,13.04,2.62,6.1,11.43,8.97
1396,Irony (아이러니),9.7,12.48,5.54,7.76,4.73,6.31,13.87,6.94,27.77,4.9
1397,Why So Lonely,3.33,8.08,11.45,6.55,22.46,17.81,3.59,1.26,23.02,2.45
1398,Girlfriend,4.39,3.17,17.72,11.51,2.54,22.07,22.17,5.03,6.54,4.87
1399,Be My Baby,11.12,22.01,3.05,10.82,1.71,8.34,3.49,21.47,3.36,14.62
1400,밤이 되니까,5.29,9.92,9.92,23.93,7.94,24.43,3.29,3.2,5.32,6.77
1401,적외선 카메라,21.1,4.9,1.31,2.36,20.42,2.97,2.91,14.36,20.48,9.2
1402,"세상에 나쁜 개는 없다 (Feat. YDG, Zion.T) (Prod. Slom)",4.2,21.34,5.83,11.59,1.67,17.14,21.96,8.92,1.45,5.91
1403,모르겠다고 (Q) (Feat. 화사),14.35,24.69,6.03,24.9,3.76,12.76,2.91,4.43,2.7,3.45
1404,Be OK (Feat. 배치기),11.02,18.93,3.52,18.8,4.33,4.47,2.73,6.42,25.43,4.35
1405,내가 니편이 되어줄게,2.04,2.8,2.06,4.95,7.75,23.76,3.08,21.69,8.11,23.77
1406,숲의 아이 (Bon voyage),9.39,22.72,21.91,3.66,6.93,3.1,9.03,7.21,5.62,9.93
1407,보일 듯 말 듯,15.47,22.63,3.97,5.6,1.42,21.86,3,6.8,3.79,15.46
1408,시간이 흐른 뒤 (As Time Goes By),4.95,18.78,6.4,25.99,6.98,8.87,11.1,9.09,3.47,4.36
1409,하루하루,20.21,10.92,5.21,3.92,3.72,3.23,11.03,20.29,0.62,20.83
1410,"1, 2, 3 (원투쓰리)",2.98,22.51,11.71,3.34,13.28,22.23,2.65,1.74,15.68,3.87
1411,우리가 헤어진 진짜 이유,2.9,1.59,23.57,12.12,0.94,10.62,18.61,9.14,7.69,12.81
1412,봄은 있었다,19.92,11.22,10.79,12.06,0.63,19.61,7.61,4.49,9.06,4.61
1413,One Fine Day,14.48,23.87,24.18,3.97,4.76,7.14,2.73,3.24,11.81,3.82
1414,Subsonic,21.61,22.2,3.57,15.25,2.44,9.42,8.3,2.53,13.12,1.55
1415,없어 (Feat. 이루펀트),6.41,5.26,22.52,22.54,2.75,22.23,0.95,2.13,6.78,8.43
1416,People,4.12,7.57,13.91,4.64,19.79,17.58,1.73,20.36,7.92,2.38
1417,널 생각해 (Prod. by 이찬혁 of AKMU (악동뮤지션)),18.7,18.68,4.24,1.47,8.62,0.94,5.66,12.75,9.53,19.42
1418,아니야,13.62,10.29,10.13,21.33,1.79,16.77,13.87,2.69,7.25,2.26
1419,없어 (Studio Live Ver.),4.35,1.69,20.06,18.54,4.2,19.22,1.09,2.92,22.07,5.86
1420,괜찮다 (Studio Live Ver.),16.69,4.23,15.41,18.88,1.03,5.79,22.39,1.83,6.4,7.36
1421,Parade,15.88,23.09,7.89,2.2,8.08,10.75,7.8,6.4,16.8,1.09
1422,답을 찾지 못한 날,19,4.39,19.13,1.25,13.62,16.56,1.08,11.69,9.21,4.07
1423,느린 우체통,23.62,7.68,2.24,4.69,1.41,24.32,3.04,6.18,3.44,23.38
1424,종이비행기 (Hello) (Feat. pH-1),5.45,6.94,25.07,17.91,7.3,16.02,0.96,1.51,11.47,7.37
1425,언제쯤이면 (Duet.아이유),2.83,12.36,10.38,24.48,2.84,22.13,10.16,5.24,6.44,3.14
1426,사랑이 힘들어 멈추는 곳에,20.45,21.99,2.93,22.37,1.1,17,2.18,5.26,2.93,3.79
1427,시월에 : 스물 일곱 번째 밤,2.77,11.62,23.77,23.33,1.84,12.78,9.37,8.99,3.88,1.64
1428,오늘밤,1.66,18.65,5.86,15.48,7.08,21.31,8.54,3.18,17.36,0.88
1429,눈이 오잖아 (Feat. 헤이즈 (Heize)),3.16,10.85,6.75,20.91,11.81,17.95,0.7,15.12,2.72,10.04
1430,신호등,0.62,19.79,7.88,14.62,10.03,19.33,1.18,3.59,19.46,3.5
1431,희미해서 (Feat. 헤이즈 (Heize)),6.49,24.6,5.21,24.88,3.35,21.4,1.98,2.35,4.28,5.47
1432,야몽음인,13.79,20.56,6.73,8.44,11.45,7.85,1.48,21.01,7.03,1.66
1433,오묘한 맛 (Taste),10.08,15.41,1.17,1.67,8.17,3.35,2.56,18.22,19.65,19.73
1434,수채화,7.06,25.42,10.84,8.23,10.96,20.88,5.01,4.31,4.9,2.4
1435,Empty Room,18.25,23.45,3.23,23.82,3.33,5.51,11.42,5.29,1.89,3.8
1436,Love Drug,6.65,15.98,2.46,8.17,3.52,21.97,11.77,5.42,18.1,5.97
1437,Drug,3.32,11.9,20.05,6,16.31,20.72,2.45,1.17,2.03,16.06
1438,"1,2,3,4,5",20.79,24.65,5.9,4.37,7.11,3.91,1.14,15.68,6.76,9.68
1439,그녀의 밤,21.34,19.45,1.71,1.17,5.68,5.19,1.83,17.98,3.9,21.76
1440,배경음악,1.35,21.84,20.69,23.33,7.53,10.8,5.24,1.26,6.49,1.48
1441,ㅎㅇ (Feat. PENOMECO),12.93,20.98,1.48,1.99,18.93,1.73,3.46,12.65,5.75,20.12
1442,행복을 주는 사람,25.15,25.01,17.31,3.29,3.56,4.72,5.22,1.46,11.59,2.68
1443,난 별,16.28,12.62,1.45,15.49,9.85,5.14,1.09,0.87,16.98,20.24
1444,운 듯,1.82,2.7,4.87,24.81,9.08,13.7,7.4,2.41,10.1,23.44
1445,나를 사랑하지 않는 그대에게,11.85,8.16,21.93,16.43,1.92,7.41,0.65,9.24,8.61,13.8
1446,그대가 이렇게 내 맘에,6.79,10.2,0.73,16.47,0.73,16.17,11.01,18.75,16.92,2.22
1447,라라라,9.92,9.67,4.3,23.27,1.65,23.66,4.5,5.73,12.8,4.49
1448,휠릴리,2.51,4.74,10.03,20.81,0.29,19.79,10.39,11.96,10.29,9.18
1449,Grace (Feat. 이기찬),3.94,5.3,3.24,29.42,4.52,8.64,29.29,4.16,7.77,3.72
1450,어떻게 사랑이 그래요,4.44,15.1,4.94,22.15,2.47,23.79,4.17,4.8,13.01,5.13
1451,나는 이영지,17.99,25.39,7.88,4.89,17.82,2.03,13.88,3.7,4.15,2.26
1452,암실,1.86,5.8,21.1,9.2,5.77,20.86,14.28,0.68,19.1,1.34
1453,사랑아 (With 서지우),3.54,6.18,6.16,11.29,1.86,21.99,3.01,21.6,4.24,20.13
1454,잠시만 안녕,8.05,10.08,9.74,8.15,6.08,24.5,4.88,3.39,7.78,17.36
1455,시간아 천천히,7.53,21.99,2.49,2.04,16.29,20.95,9.31,3.75,0.97,14.66
1456,"1,2,3,4 (원,투,쓰리,포)",6.03,3.61,2.62,4.46,18.1,18.35,2.38,2.11,23.78,18.57
1457,구원자 (Feat. B.I),1.4,7.37,11.03,15.82,0.61,12.26,11.44,14.35,3.71,22.01
1458,빨간 립스틱 (Feat. 윤미래),3.58,21.55,17.65,4.8,21.48,8.44,0.68,2.78,5.39,13.65
1459,누구 없소 (NO ONE) (Feat. B.I),0.86,10.39,6.94,22.79,4.85,22.06,2.42,12.76,13.68,3.24
1460,Rose,5.4,20.97,4.02,4.13,13.21,6.87,9.92,24.05,4.19,7.23
1461,For You (Feat. Crush),18.35,18.23,1.26,16.88,2.05,1.93,0.9,12.24,10.7,17.47
1462,홀로 크리스마스,1.92,7.16,22.3,14.16,3.84,6.69,1.36,6.58,21.21,14.78
1463,그대라는 계절,4.17,18.82,11.18,24.86,4.1,24.7,5.06,1.89,2.23,3
1464,미운 날,2.86,3.08,6.18,15.12,10.64,23.46,9.09,4.76,19.52,5.29
1465,너의 뒤에서,5.25,21.47,12.77,14.57,2.74,21.73,12.96,0.97,5.91,1.62
1466,Black,0.75,9.01,3,15.79,23.11,13.51,3.25,5.16,22.79,3.63
1467,Chitty Chitty Bang Bang (Feat. Ceejay Of Freshboyz),1.89,7.32,3.66,22.68,22.78,12.41,3.05,7.3,10.94,7.96
1468,U-Go-Girl (With 낯선),17.53,23.18,2.12,2.85,6.86,5.22,1.81,16.41,1.83,22.21
1469,미스코리아,8.09,11.51,4.71,20.96,0.96,2.56,1.97,20.84,5.71,22.69
1470,Bad Girls,1.72,21.19,3.42,16.77,21.73,15.57,5.89,0.84,11.92,0.94
1471,톡!톡!톡! (Toc Toc Toc),5.32,21.74,2.09,10.94,14.21,3.57,4.4,2.25,19.21,16.27
1472,내꺼하자,12.93,19.75,1.03,18.01,3.86,17.87,3.11,4.09,15.1,4.26
1473,파라다이스 (Paradise),0.86,14.57,13.88,17.03,10.62,13.49,7.14,6.42,0.96,15.03
1474,추격자,3.4,22.02,9.39,2.3,21.86,20.73,9.94,0.95,5.14,4.27
1475,Man In Love (남자가 사랑할때),12.05,22.65,1.59,3.97,2.5,4.73,20.83,10.21,2.4,19.06
1476,오늘은 가지마 (Duet Ver.),14.27,22.21,3.42,6.24,5.73,22.56,2.65,5.27,9.3,8.36
1477,진짜일 리 없어,0.87,8.08,3.55,22.79,13.1,13.69,22.11,1.19,13.32,1.29
1478,소주 한 잔,2.18,7.09,10.75,24.84,1.7,20.04,6.61,3.7,18.37,4.71
1479,샤이닝,2.44,6.58,10.86,20.4,7.19,17.16,0.95,19.93,1.14,13.34
1480,"스물다섯, 스물하나",5.76,5.06,10.14,9.9,10.63,24.08,6.29,12.8,2.74,12.6
1481,팬이야,22.72,19.35,3.13,13.94,1.3,4.15,1.98,4.06,10.81,18.55
1482,미안해 널 미워해,0.83,7.71,3.38,20.24,6.9,21.47,3.75,2.39,17.08,16.24
1483,IDOL,1.16,3.13,2.97,20.01,26.09,5.57,3.1,5.2,26.3,6.47
1484,피터의 노래,17.45,0.7,16.85,7.38,9.46,7.31,7.26,2.14,10.64,20.79
1485,뜨거운 여름밤은 가고 남은 건 볼품없지만,5.52,15.99,8.11,20.81,1.95,23.75,5.02,9.98,4.62,4.25
1486,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,6.92,16.99,15.39,25.97,4.49,5.64,11.16,6.73,1.81,4.9
1487,타투 (Tattoo),19.96,13.62,1.71,1.02,7.03,16.89,2.19,17.31,7.17,13.11
1488,잘 지내,5.18,8.62,3.83,4.67,4.4,5.76,22.3,23.74,2.39,19.11
1489,Lullaby,1.45,15.67,14.53,10.41,5.97,18.39,10.28,17.52,4.31,1.47
1490,BIRTHDAY,3.38,3.52,4.7,4.67,18.34,4.39,8.91,21.72,25.25,5.12
1491,Is this bad b****** number? (Feat. 비비 (BIBI) & 이영지),12.24,21.21,1.58,8.26,22.2,2.4,2.5,9.02,14.93,5.67
1492,눈사람,17.49,2.6,21.47,20.44,0.81,20.18,1.27,1.87,7.26,6.61
1493,너였다면,8.52,19.49,8.7,1.77,19.36,12.47,7.25,1.8,19.59,1.05
1494,십이월 이십오일의 고백,7.67,21.49,2.11,9.99,7.49,22.42,5.32,5.93,1.42,16.17
1495,하늘바라기 (Feat. 하림),13.97,20.75,9.79,18.01,1.06,11.75,2.85,1.06,1.32,19.45
1496,우리 사랑 이대로,23.12,23.06,1.45,8.49,0.91,12.96,3.91,2.51,14.92,8.66
1497,장마,4.06,18.33,8.21,17.33,3.88,21.95,1.35,1.27,3.21,20.43
1498,미워요,4.32,4.76,2.36,2.32,25.32,6,12.35,11.12,26.07,5.37
1499,안아줘,0.78,5.1,12.16,21.01,16.21,21.63,3.37,1.65,16.04,2.04
1500,소음 (Noise),3.89,6.4,6.31,5.04,20.58,7.42,8.8,13.88,26.14,1.56
1501,One-Way,9.61,20.84,1.22,10.6,1.55,19.59,3.13,14.31,3.51,15.64
1502,Only You (Feat. 유성은),2.58,5.94,17.05,8.05,10.5,21.29,1.69,11.44,15.56,5.9
1503,부담이 돼 (Feat. 휘인 Of 마마무),1.55,7.07,20.37,24.58,7.94,17.62,4.31,2.88,12.05,1.62
1504,SOLO,2.25,24,8.93,3.46,22.76,16.43,4.87,5.84,9.5,1.96
1505,Cold Blooded,7.64,24.59,5.86,2.8,24.79,8.91,3.35,15.48,4.11,2.47
1506,Digital Lover (제시 ver.),7.89,10,10.48,4.35,4.52,4.45,2.82,18.11,11.53,25.85
1507,Down,3.72,12.15,6.05,2.79,25.73,4.72,6.1,13.27,11.18,14.29
1508,눈누난나 (NUNU NANA),4.37,26.94,4.83,16.89,2.07,11.89,4.45,9.07,14.97,4.52
1509,Gucci,2.87,21.39,2.68,4.09,24.7,8.52,5.14,2.14,23.9,4.56
1510,ZOOM,10.23,23.31,3.63,2.22,20.77,15.71,16.72,3.09,2.46,1.86
1511,나이고 싶어,3.72,13.05,21.9,8.62,4.23,20.68,1.39,3.6,3.03,19.78
1512,어떤X (What Type of X),4.53,20.67,0.74,5.03,20.32,3.81,4.62,17.33,1.99,20.96
1513,하모니,22.11,19.58,4.19,20.23,3.37,2.6,3.56,8.82,13.51,2.03
1514,GLASSY,3.71,23.39,9.18,3.35,18.78,10.15,15.67,9.57,3.78,2.43
1515,STAY,20.8,7.36,5.52,21.41,2.78,7.87,1.3,1.34,10.49,21.14
1516,나에게로의 초대,1.03,20,4.38,19.3,0.64,15.28,10.32,2.72,14.95,11.38
1517,빛이 나 (Shinin`),11.35,23.06,7.92,7.1,1.32,5.72,7.28,7.22,12.84,16.19
1518,데자-부 (Deja-Boo) (Feat. Zion.T),23.43,22.95,11.25,2.47,2.87,10.86,14.25,4.01,1.64,6.27
1519,Love Belt (Feat. 윤하),19.48,3.33,3.2,2.46,6.3,6.12,4.71,22.98,17.75,13.66
1520,산하엽 (Diphylleia grayi),1.37,10.2,3.55,17.82,13.02,18.19,21.43,1.22,11.3,1.89
1521,Lonely (Feat. 태연),10.96,16.31,23.49,12.69,3.56,8.19,6.49,6.03,9.02,3.26
1522,"오늘밤은,",5.44,20.3,21.6,1.51,16.04,15.29,1.17,5.56,7.72,5.39
1523,One Of A Kind,5.25,23.82,1.98,4.72,23.86,3.6,3.2,3.57,22,8.01
1524,크레용 (Crayon),4.74,24.97,6.34,6.94,17.34,8.57,1.86,17.83,6.26,5.15
1525,Missing You (Feat. 김윤아 Of 자우림),3.1,11.91,19.63,23.39,2.31,23.36,4.72,1.48,3.13,6.97
1526,Black (Feat. 제니 (JENNIE)),1.55,18.65,3.81,11.58,20.82,15.22,7.77,6.16,8.29,6.15
1527,미치GO (GO),7.9,22.44,4.14,1.18,22.27,1.63,1.74,20.56,4.7,13.45
1528,삐딱하게 (Crooked),3.65,5.11,8.72,12.82,12.96,10.81,10.24,4.8,27.79,3.09
1529,너는 나 나는 너,23.51,22.39,3.92,2.73,3.6,6.26,12.92,6.84,6.73,11.1
1530,사랑이었다 (Feat. 루나 of f(x)),0.33,0.4,14.95,21.03,3.16,7.41,20.24,6.87,20.39,5.2
1531,유레카 (Feat. Zion.T),13.11,15.17,4.19,9.68,7.15,4.57,4.58,5.44,9.74,26.37
1532,Summer Hate (Feat. 비),10.21,19.38,4.37,4.55,3.12,5.01,10.78,14.9,2.85,24.83
1533,웬수 (Feat. 비비 (BIBI)),5.5,2.2,0.73,15.23,16.57,18.05,3.02,17.33,18.32,3.05
1534,She`s a Baby,8.7,25.75,10.24,2.69,19.16,8.27,6.48,6.66,3.39,8.65
1535,SoulMate (Feat. 아이유),22.74,16.6,5.16,1.01,19.33,8.97,2.92,17.14,2.72,3.4
1536,ANTI (Feat. G.Soul),2.63,15.59,5.97,3.3,22.98,22.11,14.57,3.95,5.38,3.54
1537,FANXY CHILD (Feat. FANXY CHILD),6.95,14.7,0.6,1.67,17.57,10.13,18.6,18.95,2.63,8.19
1538,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",4.66,23.99,8.8,2.28,25.16,3.46,11.35,10,6,4.3
1539,"말해 Yes Or No (Feat. PENOMECO, The Quiett)",22.25,26.82,4.51,5.67,3.42,15.05,3.61,6.51,4.72,7.47
1540,아무노래,18.35,14.02,5.02,2.19,22.01,6.74,3.54,4.5,22.64,1.02
1541,METEOR,14.57,22.98,12.55,21.24,3.12,3.73,2.85,5.53,5,8.42
1542,마에스트로 (Maestro),3.28,23.4,11.06,13.99,4.15,4.98,3.52,4.07,19.98,11.57
1543,아름다워,3.93,25.3,9.88,13.48,6.76,21.03,2.78,5.5,6.91,4.43
1544,Love U,7.12,26.8,6.92,10.67,6.54,14.74,3.12,6.62,5.52,11.95
1545,Snapping,3.48,18.7,1.61,3.19,18.1,19.56,19.63,1.8,11.81,2.12
1546,Roller Coaster,17.47,26.99,5.51,7.68,3.76,14.82,4.01,5.79,8.19,5.77
1547,벌써 12시,22.52,20.06,2.56,1.37,22.25,1.32,5.72,7.94,10.95,5.3
1548,그 끝에 그대,0.89,17.93,20.35,20.38,1.19,15.47,3.89,4.52,10.79,4.59
1549,낭만고양이,18.8,22.61,16.07,6.73,2.66,17.3,2.29,2.18,10.2,1.16
1550,피아니시모 (Pianissimo),3.24,26.22,5.87,26.54,6.1,5.02,3.92,6.72,7.95,8.43
1551,오리 날다,10.72,27.32,8.52,6.74,16.89,10.81,2.91,5.18,4.4,6.51
1552,꿈꾸는 Sailor,1.03,8.99,4.26,16.44,1.17,11.5,6.78,6.93,20.11,22.79
1553,그런가봐요 (Piano By 유희열),15.54,19.83,6.2,4.73,4.91,23.83,4.55,6.91,8.04,5.46
1554,어른,3.32,9.55,1.85,3.18,21.32,21.34,3.25,4.72,9.24,22.22
1555,Honey,9.88,18.57,1.67,14.55,10.27,12.53,19.15,1.61,10.84,0.94
1556,STEP,5.55,28.77,5.61,17.07,10.33,3.74,13.21,4.72,6.29,4.71
1557,Pandora,4.85,22.44,3.16,2.03,22.47,7.5,2.54,22.85,5.13,7.03
1558,Pretty Girl,15.64,25.44,0.59,0.84,18.17,2.37,13.72,8.93,1.47,12.81
1559,루팡 (Lupin),22.43,25.18,3.63,6.53,2.49,14.61,2.25,5.09,5.42,12.37
1560,점핑 (Jumping),15.61,12.62,2.31,14.03,0.58,18.72,2.95,15.02,0.7,17.46
1561,맘마미아,21.82,23.61,7.76,1.44,12.81,10.48,2.31,11.28,7.14,1.34
1562,Rock U,6.26,24.18,4.14,9.54,6.98,5,16.5,12.12,6.7,8.58
1563,우우우 (Feat. 이루펀트),15.23,22.4,2,0.87,20.87,12.85,2.49,3.61,3.67,16.02
1564,쓰담쓰담,23.68,13.68,4.37,2.75,9.14,3.66,3.68,4.54,11.88,22.62
1565,가을밤 떠난 너,6.18,12.7,4.68,25.1,6.37,24.86,4.66,4.2,6.94,4.32
1566,그때가 좋았어,8.01,7.63,22.01,11.52,2.84,18.81,5.69,5.29,14.2,3.89
1567,꽃이 핀다,3.22,20.56,11.76,22.6,4.28,23.22,6.99,1.88,1.25,4.24
1568,이러지마 제발 (Please Don`t...),0.78,2.16,2.7,9.75,19.95,18.75,17.34,1.93,20.83,5.81
1569,Love Blossom (러브블러썸),22.54,27.03,5.64,8.21,4.75,11.15,2.21,7.12,4.55,6.8
1570,미필적 고의 (Feat. 소유),5.59,15.73,2.1,1.23,20.86,0.85,9.65,21.28,19.6,3.09
1571,촌스럽게 왜 이래 (You Don`t Know Love),4.78,3.47,3.75,6.7,14.35,15.41,15.8,7.05,23.46,5.23
1572,그립고 그립고 그립다,1.53,11.2,4.62,22.77,2.19,23.04,6.41,3.04,22.45,2.74
1573,니가 하면 로맨스 (Feat. 다비치),22.27,22.37,1.08,2.27,2.39,1.75,5.55,20.08,3.9,18.34
1574,말해! 뭐해?,0.93,0.58,2.47,18.89,19.98,16.97,4.47,6.67,18.67,10.36
1575,내 생에 아름다운,22.24,6.88,16.3,4.81,2.38,18.25,1.14,22.25,2.14,3.6
1576,썸남썸녀 (Feat. 휘성),12.51,27.65,5.82,7.04,8.08,11.09,12.58,5.81,3.3,6.13
1577,사르르 (Softly),0.87,17.36,3.06,5.11,15.84,19.06,2.53,11.92,16.2,8.06
1578,LOVE IS YOU,6.46,25.66,5.39,8.22,7.62,20.79,2.94,10.53,6.92,5.47
1579,KnoCK (Feat. 백예린),2.01,15.22,3.7,19.81,2.36,18.58,2.2,11.94,11.85,12.33
