id,title,tempo,zero_crossing_rating,pitch,loudness,length
1,Last Dance (Prod. GroovyRoom),156.6051136,33051,561.559482,4077486,561.559482
2,LATATA,97.50884434,47654,714.410836,4471224,714.410836
3,MORE,143.5546875,32432,686.2121667,4786872,686.2121667
4,Oh my god,151.9990809,29281,741.1774547,4318008,741.1774547
5,Senorita,120.1853198,25385,702.4327395,4357176,702.4327395
6,TOMBOY,126.0480183,16007,642.6848762,3845226,642.6848762
7,Uh-Oh,92.28515625,35092,748.2199714,4567992,748.2199714
8,덤디덤디 (DUMDi DUMDi),61.5234375,22262,947.7088667,4641720,947.7088667
9,한,166.7086694,35404,841.0561202,4539480,841.0561202
10,사랑해,139.6748311,34592,589.8558841,4709688,589.8558841
11,화,120.1853198,19457,793.1973627,4350906,793.1973627
12,MAZE,198.7680288,22858,812.0794715,4417656,812.0794715
13,MOON,95.703125,24174,487.7224041,4418820,487.7224041
14,싫다고 말해,95.703125,31138,464.573658,5218296,464.573658
15,DON`T TEXT ME,114.84375,24805,597.0199818,4766712,597.0199818
16,MY BAG,93.96306818,63629,607.9919407,3539466,607.9919407
17,LION,206.71875,8813,631.6434774,4651512,631.6434774
18,POP/STARS,114.84375,41660,748.5208889,4214616,748.5208889
19,너가없는노래 (Feat. 에릭남),86.1328125,30326,365.2414605,4111224,365.2414605
20,I Don't Care,132.5120192,20551,750.7332333,5276184,750.7332333
21,In The Club,161.4990234,23430,765.4747852,5015832,765.4747852
22,Let's Go Party,120.1853198,31074,582.1990841,5099928,582.1990841
23,Pretty Boy,120.1853198,40642,841.4464417,4590168,841.4464417
24,Stay Together,123.046875,10378,713.6759972,4999704,713.6759972
25,Hate You,126.0480183,19765,905.5309131,4658112,905.5309131
26,UGLY,135.9991776,23497,849.6055104,5486400,849.6055104
27,Don`t Stop The Music,156.6051136,17108,855.9877779,5065920,855.9877779
28,Crush,129.1992188,32511,762.6330479,4283136,762.6330479
29,Come Back Home,99.38401442,13814,756.7307069,5063616,756.7307069
30,너 아님 안돼,172.265625,34840,880.6990294,5105088,880.6990294
31,살아 봤으면 해,90.66611842,39735,782.3817613,4636224,782.3817613
32,착한 여자,156.6051136,12706,495.8963486,4866624,495.8963486
33,멘붕 (CL Solo),132.5120192,27518,662.3034441,4320000,662.3034441
34,Happy,120.1853198,31748,785.1985531,4779648,785.1985531
35,Scream,129.1992188,19769,801.3553429,4849920,801.3553429
36,Baby I Miss You,101.3327206,18516,574.2219186,4235904,574.2219186
37,Come Back Home (Unplugged Ver.),74.89809783,18471,568.5598037,4271616,568.5598037
38,DO YOU LOVE ME,129.1992188,37614,875.9569147,4742784,875.9569147
39,Falling In Love,87.59269068,26376,901.2606037,4996224,901.2606037
40,Fire,126.0480183,44177,846.7792009,4940376,846.7792009
41,I Don`t Care (Reggae Mix Ver.),74.89809783,34080,841.9984154,5071704,841.9984154
42,I Love You,126.0480183,16096,703.8556249,5230080,703.8556249
43,Lonely,126.0480183,25907,714.0642356,4588416,714.0642356
44,Can`t Nobody,129.1992188,73259,1033.180821,4603392,1033.180821
45,Go Away,129.1992188,46342,953.8269838,4837848,953.8269838
46,박수쳐,198.7680288,27565,903.6999908,4903512,903.6999908
47,난 바빠,129.1992188,25286,964.3711044,4810776,964.3711044
48,아파 (Slow),147.65625,21698,850.3170624,5649432,850.3170624
49,사랑은 아야야,126.0480183,20591,810.408922,5157528,810.408922
50,그리워해요,129.1992188,8184,534.0494982,4836096,534.0494982
51,내가 제일 잘 나가,129.1992188,19426,809.0324701,4604544,809.0324701
52,안녕,101.3327206,31902,533.5701568,5103672,533.5701568
53,오늘 뭐해,89.10290948,63383,899.6975772,4543488,899.6975772
54,거울아 거울아,126.0480183,31609,661.8923764,4777344,661.8923764
55,Muzik,126.0480183,55211,728.5096399,4938648,728.5096399
56,HUH,123.046875,15440,585.5049623,5035992,585.5049623
57,Hot Issue,126.0480183,78389,847.8993236,4572312,847.8993236
58,이름이 뭐예요?,114.84375,23463,697.693248,4118976,697.693248
59,Volume Up,172.265625,50199,1012.409234,5072256,1012.409234
60,6월부터 1월까지,132.5120192,23701,498.2150637,5301528,498.2150637
61,I Dream,135.9991776,14690,645.1400569,6070464,645.1400569
62,Somebody,117.4538352,42165,825.9937797,4194432,825.9937797
63,Star,95.703125,38893,664.8886075,4544064,664.8886075
64,Sugar,109.9567819,42709,850.7831678,4377024,850.7831678
65,Shy Ma Boy,112.3471467,4967,511.5406171,4557312,511.5406171
66,Oh My God,99.38401442,35512,680.3215053,4757184,680.3215053
67,Rain & Cry,135.9991776,8012,612.6756997,4739904,612.6756997
68,Not Today Not Tomorrow,109.9567819,14218,770.8205741,4656960,770.8205741
69,Silly Boy,161.4990234,21041,663.3957755,4633344,663.3957755
70,사랑은 미친짓 (Feat. 칸토 of 트로이),178.205819,14319,727.9549496,4792320,727.9549496
71,티가 나나봐,93.96306818,17881,573.8417438,4064832,573.8417438
72,Best Lover,41.34375,4174,500.442161,3371682,500.442161
73,The Weekend,101.3327206,34454,485.8614038,3696937,485.8614038
74,BREATHE,83.35433468,14993,495.7419269,4803000,495.7419269
75,Make You Feel My Love,156.6051136,9986,415.2387221,4766424,415.2387221
76,Black Mamba,120.1853198,34493,903.4849853,3857208,903.4849853
77,Dreams Come True,99.38401442,41911,843.5422361,4518780,843.5422361
78,Girls,172.265625,21872,998.820316,5301702,998.820316
79,Next Level,107.6660156,24052,701.5084523,4885692,701.5084523
80,Savage,147.65625,50628,933.6202526,5251072,933.6202526
81,I'll Make You Cry,166.7086694,41782,770.3584248,4737516,770.3584248
82,YEPPI YEPPI,83.35433468,31486,924.4844987,4708998,924.4844987
83,ICONIC,101.3327206,28891,764.300574,4215960,764.300574
84,자각몽 (Lucid Dream),151.9990809,15576,475.1051005,4642848,475.1051005
85,HAPPENING,129.1992188,13182,396.0114289,4939512,396.0114289
86,뱃노래,114.84375,21931,416.6212593,3049656,416.6212593
87,물 만난 물고기,99.38401442,21172,482.7784513,4773048,482.7784513
88,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",64.59960938,7718,419.9072196,6396792,419.9072196
89,달,166.7086694,17628,332.4450282,5351352,332.4450282
90,FREEDOM,120.1853198,24003,378.258025,4707960,378.258025
91,더 사랑해줄걸,126.0480183,41478,734.8743051,4133688,734.8743051
92,고래,101.3327206,26379,439.7018006,4393464,439.7018006
93,밤 끝없는 밤,99.38401442,19411,426.9615438,3980472,426.9615438
94,작별 인사,135.9991776,8703,395.3073163,4589304,395.3073163
95,시간을 갖자,87.59269068,15260,377.6133339,4904376,377.6133339
96,전쟁터 (With 이선희),129.1992188,11231,443.3423715,5146838,443.3423715
97,낙하 (With 아이유),198.7680288,12310,483.3874487,4692406,483.3874487
98,BENCH (With Zion.T),107.6660156,46422,709.8070386,4967771,709.8070386
99,째깍 째깍 째깍 (With Beenzino),56.17357337,18421,438.5084204,5219302,438.5084204
100,맞짱 (With 잔나비 최정훈),83.35433468,10820,376.4890092,4239691,376.4890092
101,Stupid love song (With Crush),86.1328125,12911,408.8914772,4164471,408.8914772
102,EVEREST (with Sam Kim),147.65625,14040,410.986821,4319205,410.986821
103,2002,129.1992188,48244,735.6591266,4123320,735.6591266
104,빙글뱅글 (Bingle Bangle),112.3471467,38413,1024.77796,4889976,1024.77796
105,심쿵해 (Heart Attack),126.0480183,52627,946.4026944,4333824,946.4026944
106,GET OUT,92.28515625,27089,936.2203343,4719168,936.2203343
107,단발머리 (Short Hair),109.9567819,36932,702.9540827,4731840,702.9540827
108,짧은 치마 (Miniskirt),120.1853198,32684,686.766121,3965184,686.766121
109,너나 해 (Egotistic),103.359375,36295,705.3838775,4743096,705.3838775
110,BUBIBU (Remix Ver.),78.30255682,50046,673.027978,4661568,673.027978
111,Good Morning Baby,105.46875,16360,619.3318875,4974336,619.3318875
112,Mr. Chu (On Stage),120.1853198,19622,653.3596182,4515264,653.3596182
113,LUV,103.359375,17775,737.7869559,5268672,737.7869559
114,Remember,92.28515625,39030,715.6532648,5148864,715.6532648
115,NoNoNo,105.46875,51745,716.1446636,4853376,716.1446636
116,몰라요,107.6660156,33561,752.8103884,4909824,752.8103884
117,My My,107.6660156,36969,829.7909793,5182272,829.7909793
118,NoNoNo (Ballad Ver.),132.5120192,14649,517.2649692,5715960,517.2649692
119,LUV (Ballad Ver.),161.4990234,20978,566.082852,6309816,566.082852
120,Dilemma,126.0480183,11083,747.3285758,4613018,747.3285758
121,1도 없어,123.046875,48316,815.5796928,4396920,815.5796928
122,FIVE,114.84375,38129,749.6480424,4242552,749.6480424
123,Side To Side (Feat. Nicki Minaj),79.50721154,35610,744.2977279,5008896,744.2977279
124,Problem (Feat. Iggy Azalea),135.9991776,43247,767.8878059,4279680,767.8878059
125,Santa Tell Me,95.703125,37789,742.2845714,4503168,742.2845714
126,"thank u, next",143.5546875,13976,520.4788868,4571448,520.4788868
127,Paranoid,161.4990234,10576,794.8823841,4044984,794.8823841
128,발할라 (Valhalla) (Feat. Hash Swan & Yami Tommy),107.6660156,20216,851.727364,4857720,851.727364
129,Error (Feat. Loopy),103.359375,14860,681.6191908,4558776,681.6191908
130,악몽,166.7086694,24303,682.9009251,2545656,682.9009251
131,Paranoid Remix (Feat. CHANGMO & Paul Blanco),156.6051136,10694,746.7556183,5353656,746.7556183
132,걸어본다,135.9991776,26265,501.4162812,4782528,501.4162812
133,잘자요 굿나잇,132.5120192,9021,459.0430844,4417344,459.0430844
134,Lonely (없구나),99.38401442,24381,462.3982796,5411520,462.3982796
135,Break,126.0480183,10996,489.0182462,4068864,489.0182462
136,Counting Stars (Feat. Beenzino),120.1853198,20896,534.1353112,3335295,534.1353112
137,리무진 (Feat. MINO) (Prod. by 그레이 (GRAY)),132.5120192,35588,554.5369932,4866035,554.5369932
138,The Time Goes On,161.4990234,19556,601.6797674,7115328,601.6797674
139,Joker (Feat. JAMIE),95.703125,13427,515.5502954,4399122,515.5502954
140,This Love,95.703125,44052,666.9413462,4636824,666.9413462
141,IF YOU,143.5546875,9963,431.5434136,5826240,431.5434136
142,마지막 인사,135.9991776,25459,667.2131762,5110296,667.2131762
143,Last Dance (Prod. GroovyRoom),139.6748311,21181,581.006786,6166392,581.006786
144,꽃 길,95.703125,32341,635.5760028,5042040,635.5760028
145,bad guy,135.9991776,2059,357.6099101,4278264,357.6099101
146,How You Like That,129.1992188,29471,707.6486541,3996600,707.6486541
147,Ice Cream (with Selena Gomez),161.4990234,49952,831.3565806,3876792,831.3565806
148,Kill This Love,132.5120192,45202,1105.210321,4168824,1105.210321
149,Don`t Know What To Do,129.1992188,37451,819.9910759,4433784,819.9910759
150,Kick It,62.26468373,51659,1093.242139,4216632,1093.242139
151,아니길 (Hope Not),166.7086694,19974,672.698442,4212024,672.698442
152,휘파람,103.359375,27254,777.8472435,4666488,777.8472435
153,붐바야,126.0480183,40856,823.0144724,5309304,823.0144724
154,불장난,129.1992188,13657,722.8995585,4350264,722.8995585
155,STAY,87.59269068,15516,564.3845604,5078904,564.3845604
156,휘파람 (Acoustic Ver.),101.3327206,28915,662.8516631,4683768,662.8516631
157,뚜두뚜두 (DDU-DU DDU-DU),139.6748311,24854,972.7683754,4616376,972.7683754
158,Forever Young,109.9567819,39806,940.2299719,5227512,940.2299719
159,Really,143.5546875,49486,935.7133403,4361208,935.7133403
160,See U Later,107.6660156,15486,703.8766603,4384824,703.8766603
161,Pretty Savage,151.9990809,20915,851.0812454,4390584,851.0812454
162,Bet You Wanna (Feat. Cardi B),109.9567819,33368,818.9954258,3509880,818.9954258
163,Lovesick Girls,107.6660156,24249,850.9002715,4250616,850.9002715
164,Crazy Over You,114.84375,19346,930.6311384,3570936,930.6311384
165,Love To Hate Me,161.4990234,36127,741.8832457,3744312,741.8832457
166,You Never Know,70.79409247,35495,748.2126233,5054136,748.2126233
167,마지막처럼,62.26468373,7645,795.3520671,4702776,795.3520671
168,물들어,132.5120192,15408,575.4805256,5598744,575.4805256
169,꽃피는 봄이오면,129.1992188,13237,610.4259376,6264024,610.4259376
170,L4L (Lookin` For Luv) (Feat. Dok2 & The Quiett),62.26468373,16936,607.1677253,4248576,607.1677253
171,"Feels (Feat. Pharrell Williams, Katy Perry & Big Sean)",62.26468373,9772,680.6739274,4926264,680.6739274
172,Havana (Feat. Young Thug),52.734375,15281,516.6338018,4783992,516.6338018
173,"Don`t touch me, plz (Prod.공기남)",172.265625,16567,383.3393869,4283448,383.3393869
174,regretful (feat. SHIRT),112.3471467,15861,346.8372141,3827256,346.8372141
175,겨울공원 (feat. SHIRT),0,6435,340.3872392,5197500,340.3872392
176,겨울에 (Prod.공기남),166.7086694,13083,354.1083939,4077816,354.1083939
177,수족냉증,86.1328125,40721,462.6205656,4279992,462.6205656
178,예쁘게 말하는 게,147.65625,24168,445.3774859,4903332,445.3774859
179,CINEMA,161.4990234,16669,361.6768678,5672472,361.6768678
180,I like it,99.38401442,24299,381.9575307,4362936,381.9575307
181,I don't want no champagne,117.4538352,12816,350.3924977,4705080,350.3924977
182,Dance with me,120.1853198,19397,419.8301376,5552376,419.8301376
183,너 없인 안돼,139.6748311,14247,415.9244541,4310520,415.9244541
184,서로에게 가까이,99.38401442,17033,490.5914004,4904952,490.5914004
185,산책,101.3327206,36444,433.1195833,5213502,433.1195833
186,Need You,101.3327206,17366,518.4471728,3703518,518.4471728
187,Just Friends,112.3471467,23964,570.9812427,3898734,570.9812427
188,Real Or Not,60.09265988,15925,474.9066473,4773972,474.9066473
189,Hold Me Like You Mean It,126.0480183,13396,478.3064002,4908330,478.3064002
190,Honey,109.9567819,21420,427.0410016,4655256,427.0410016
191,In My Dream,93.96306818,14225,338.5564699,5877240,338.5564699
192,Take Me Tonight,143.5546875,21955,363.5694635,4619256,363.5694635
193,New,99.38401442,36629,493.4332055,4022808,493.4332055
194,Butter,99.38401442,14444,449.5609172,4494840,449.5609172
195,랑데뷰 (Rendezvous),258.3984375,20860,414.5052869,5289720,414.5052869
196,어색해 (Awkward),87.59269068,13520,495.9665302,5046072,495.9665302
197,Runaway,120.1853198,32194,618.6439861,4556160,618.6439861
198,Secret,101.3327206,27277,425.7612246,4445592,425.7612246
199,Stranger,107.6660156,24328,470.7925105,4935192,470.7925105
200,Sugar,114.84375,26269,498.5229405,3800244,498.5229405
201,그래야만 했냐,126.0480183,15117,501.4793248,4242420,501.4793248
202,Hello Bitches,143.5546875,61232,904.4337172,3928896,904.4337172
203,SPICY,126.0480183,56406,579.706601,4293474,579.706601
204,나쁜 기집애,139.6748311,20189,714.7749757,4920192,714.7749757
205,대체 뭐부터 문제인가,95.703125,22372,935.1866968,4144056,935.1866968
206,We’re gone (Feat. ASH ISLAND),172.265625,30217,611.863004,3338808,611.863004
207,"일상다반사 (Feat. OLNL, BIG Naughty (서동현))",56.79086538,20647,498.3995144,5220600,498.3995144
208,"Can I Love ? (Feat. 유라(youra), Meego)",156.6051136,16734,477.7327299,5066232,477.7327299
209,우아해 (woo ah),68.90625,25167,405.2926674,4891704,405.2926674
210,Oasis (Feat. ZICO),95.703125,44428,662.0614467,4218048,662.0614467
211,SOFA,135.9991776,28984,504.8755597,5062464,504.8755597
212,놓아줘 (with 태연),166.7086694,12820,411.4073089,4660152,411.4073089
213,She Said (with 비비 (BIBI)),135.9991776,10015,547.3340609,4603704,547.3340609
214,Cereal (Feat. ZICO),114.84375,17647,399.460432,4808184,399.460432
215,어떻게 지내,87.59269068,25365,349.1364103,5105976,349.1364103
216,가끔,92.28515625,29930,487.0040875,5813568,487.0040875
217,나빠(NAPPA),107.6660156,18891,504.7819025,4278840,504.7819025
218,잊어버리지마 (Feat. 태연),93.96306818,20901,409.8705406,4831224,409.8705406
219,아마도 그건,166.7086694,15696,457.9341402,4261824,457.9341402
220,Congratulations,90.66611842,27869,673.4658922,5056128,673.4658922
221,Color,151.9990809,25185,628.0576907,5670144,628.0576907
222,D (half moon) (Feat. 개코),42.71048554,20229,629.5891656,5058744,629.5891656
223,instagram,126.0480183,23337,505.9365861,5691192,505.9365861
224,불청객,103.359375,16825,392.8112591,2574456,392.8112591
225,"what2do (Feat. Crush, Jeff Bernat)",178.205819,46957,461.5266139,4980408,461.5266139
226,풀어 (Pour Up) (Feat. 지코 (ZICO)),92.28515625,11285,507.0887729,4675968,507.0887729
227,"하루살이 (feat. 설리, Rad Museum)",86.1328125,28966,421.476453,4566840,421.476453
228,그 길에서,156.6051136,37049,655.0009821,4454520,655.0009821
229,Physical (feat. 화사),147.65625,10752,716.0055791,4270200,716.0055791
230,해가 지기 전에,114.84375,31106,383.3696856,4187256,383.3696856
231,"유후 (You, Who?)",63.80208333,26993,475.934275,4836408,475.934275
232,꿈에 (솔지 SOLO) (2018 Remastering Ver.),95.703125,29516,643.356178,4521912,643.356178
233,아예 (Ah Yeah),117.4538352,31513,844.0405149,4403520,844.0405149
234,아슬해,105.46875,20425,671.7163922,4687488,671.7163922
235,낮보다는 밤,109.9567819,21985,631.3058932,4375032,631.3058932
236,WHOZ THAT GIRL,129.1992188,42127,913.4672866,4632768,913.4672866
237,HOT PINK,107.6660156,37175,709.5043162,4427712,709.5043162
238,ME&YOU,143.5546875,18358,640.4405525,4487352,640.4405525
239,내일해,107.6660156,46605,723.84419,4200504,723.84419
240,매일밤,101.3327206,17186,611.9247033,5096448,611.9247033
241,위아래,112.3471467,69087,911.2043829,4188672,911.2043829
242,Tempo,224.6942935,25507,576.0255216,4950168,576.0255216
243,LOVE ME RIGHT,72.78829225,33795,833.5114082,4523328,833.5114082
244,Love Shot,139.6748311,9594,611.1843705,4416792,611.1843705
245,불공평해 (Unfair),97.50884434,31985,769.7729559,4020480,769.7729559
246,으르렁 (Growl),89.10290948,46071,741.8924965,4565952,741.8924965
247,나비소녀 (Don`t Go),156.6051136,32758,648.6163648,4727232,648.6163648
248,3.6.5,65.41732595,42701,645.0002104,4081536,645.0002104
249,피터팬 (Peter Pan),117.4538352,31767,724.5823387,5178816,724.5823387
250,CALL ME BABY,198.7680288,35294,668.8393047,4652928,668.8393047
251,PLAYBOY,161.4990234,22465,586.157832,4677696,586.157832
252,Ko Ko Bop,36.39414613,9426,711.718245,4198776,711.718245
253,12월의 기적 (Miracles In December),178.205819,31680,464.3041993,6026112,464.3041993
254,Christmas Day,109.9567819,35986,450.2726119,4993920,450.2726119
255,첫 눈,166.7086694,42138,566.370809,4579200,566.370809
256,중독 (Overdose),82.03125,73029,768.9085243,4534272,768.9085243
257,Chu~♡,126.0480183,28995,606.8488526,4197912,606.8488526
258,Hot Summer,123.046875,33331,782.9221891,4936320,782.9221891
259,첫 사랑니 (Rum Pum Pum Pum),161.4990234,33580,496.9206166,4359168,496.9206166
260,미행 (그림자: Shadow),57.421875,58478,823.1387188,4637376,823.1387188
261,Goodbye Summer (Feat. D.O. Of EXO),112.3471467,34792,508.6743931,4203072,508.6743931
262,Airplane,86.1328125,38777,712.8192575,4728960,712.8192575
263,피노키오 (Danger),117.4538352,34880,783.2071072,4183488,783.2071072
264,All Mine,63.80208333,19419,779.7153544,4494840,779.7153544
265,MILK,147.65625,52222,663.9575639,4761792,663.9575639
266,All Night,56.79086538,19356,673.4985681,4631616,673.4985681
267,라차타 (LA chA TA),114.84375,35389,773.5298114,4231320,773.5298114
268,"Umbrella (Feat. 효린 Of 씨스타, Gill Chang)",120.1853198,47028,658.0848164,5429112,658.0848164
269,니가 뭔데 (Who You?),82.03125,35680,635.082271,4443840,635.082271
270,꿈이 뭐야 (Dream Chaser) (Feat. Dok2 & 크러쉬),198.7680288,36393,739.893031,6026112,739.893031
271,Digital Lover (그레이 (GRAY) ver.),184.5703125,29781,832.011864,4538616,832.011864
272,Moon Blue,50.17445388,57555,575.8319754,4288056,575.8319754
273,하기나 해 (Feat. Loco),97.50884434,14373,707.6134731,5029632,707.6134731
274,I Don't Love You (Feat. 쿠기),161.4990234,20261,619.5687199,4356024,619.5687199
275,STAY THE NIGHT (Feat. DeVita),50.17445388,16653,663.9255703,3858360,663.9255703
276,Summer Night (Remix) (Feat. Hoody),60.09265988,20770,628.3171626,5269560,628.3171626
277,TMI,147.65625,10344,543.0672155,3987384,543.0672155
278,"잘 (I`m fine) (With 슬리피, 로꼬, Hoody)",87.59269068,33225,519.8720988,4360056,519.8720988
279,깜빡 (Feat. Zion.T & Crucial Star),114.84375,77281,584.1122396,3253248,584.1122396
280,데려가줘 (Feat. MOON),57.421875,28142,569.336279,4876152,569.336279
281,썸머 (SOME MORE),99.38401442,26959,687.5192733,5490744,687.5192733
282,"Sunday (Feat. 헤이즈 (Heize), 박재범)",103.359375,17880,443.11547,4019640,443.11547
283,"어디쯤에 (Feat. 수란 (SURAN), pH-1)",97.50884434,42618,621.3121386,4611768,621.3121386
284,"Loyalty (Feat. 에일리, Dok2)",114.84375,17462,676.5406161,5006328,676.5406161
285,봄 사랑 벚꽃 말고,147.65625,31869,453.4878245,4304448,453.4878245
286,한강 (HANGANG),143.5546875,11337,473.5776834,4420536,473.5776834
287,Like You,60.09265988,24199,588.0584128,4653816,588.0584128
288,Let It Go,87.59269068,18369,665.1225649,4954752,665.1225649
289,Into the Unknown,105.46875,18472,726.4593253,4296696,726.4593253
290,사랑을 했다 (LOVE SCENARIO),120.1853198,37027,651.2979431,4622712,651.2979431
291,취향저격,93.96306818,27719,519.7936015,4650624,519.7936015
292,LOCO,135.9991776,19979,822.7001563,4221738,822.7001563
293,마.피.아. In the morning,139.6748311,54452,769.616844,3800832,769.616844
294,Sorry Not Sorry,156.6051136,31840,711.6432769,4184796,711.6432769
295,달라달라,126.0480183,25486,812.9988929,4410168,812.9988929
296,ICY,126.0480183,24788,822.3085711,4214904,822.3085711
297,WANNABE,60.79963235,18562,961.8358651,4216632,961.8358651
298,Not Shy,135.9991776,44671,869.6351605,3918840,869.6351605
299,ELEVEN,120.1853198,15135,738.1216449,3934896,738.1216449
300,LOVE DIVE,117.4538352,50086,644.8525091,3906966,644.8525091
301,라비앙로즈 (La Vie en Rose),117.4538352,27513,838.6243793,4827480,838.6243793
302,Apollo 11 (Feat. 박재범),72.78829225,15937,619.3249749,4420536,619.3249749
303,Numbers (Feat. 창모 (CHANGMO)),117.4538352,43323,840.3813991,3889464,840.3813991
304,Rainy,92.28515625,18776,537.2397851,4217784,537.2397851
305,Domino,126.0480183,40164,822.7247969,5114304,822.7247969
306,Price Tag (Feat. B.o.B.),172.265625,23726,774.9362329,4901760,774.9362329
307,띵 (Prod. By 기리보이),151.9990809,25948,785.5653739,4995384,785.5653739
308,Fadeaway,166.7086694,6627,572.9127456,4044984,572.9127456
309,Oh NaNa (Hidden. 허영지),198.7680288,39349,887.9352394,4559352,887.9352394
310,Don`t Recall,123.046875,26969,791.1016539,4601400,791.1016539
311,RUMOR,178.205819,22810,753.8829416,4801272,753.8829416
312,How Can You Realize?,139.6748311,12713,640.1063187,3659064,640.1063187
313,IZAKAYA (Feat. Jvcki Wai),123.046875,18062,512.1948285,4127352,512.1948285
314,색 (Feat. MOON),143.5546875,26079,465.7635498,3837582,465.7635498
315,한사람,156.6051136,25849,563.5868334,6013440,563.5868334
316,해야할 일,99.38401442,18324,465.5789611,5829696,465.5789611
317,마음 단단히 먹어 (Feat. 에일리),123.046875,45176,648.7792049,4943232,648.7792049
318,도망가자 (Feat. 린),166.7086694,24546,426.4134228,5011200,426.4134228
319,"고장난 선풍기 (Feat. 개리, 효린 Of 씨스타)",184.5703125,41349,511.1291196,5677632,511.1291196
320,Now,93.96306818,32164,642.2630965,3909624,642.2630965
321,Day n Nite (Feat. 식케이 (Sik-K)),79.50721154,10960,525.1324008,3758136,525.1324008
322,MILLION (Feat. DOK2),45.73423673,12295,544.1769926,4706808,544.1769926
323,밤거리 (Feat. Zion.T),93.96306818,19495,438.7412431,4092792,438.7412431
324,멀어져가,101.3327206,30178,443.9071659,3659640,443.9071659
325,이 밤이 (Feat.  Vince),151.9990809,31153,389.9127997,3981048,389.9127997
326,BOSS,132.5120192,5661,467.6713266,4644600,467.6713266
327,Nerdy Love (Feat. 백예린),103.359375,13217,397.5554934,4330104,397.5554934
328,ANYMORE (feat. ASH ISLAND),93.96306818,21052,569.9495922,4212600,569.9495922
329,"트루먼 쇼 Remix (Feat. 안병웅, Owen Ovadoz)",139.6748311,60423,525.6962555,4448184,525.6962555
330,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),105.46875,29108,572.9958563,5873208,572.9958563
331,HONEYMOON,147.65625,41184,437.740538,4687800,437.740538
332,MALIBU,120.1853198,18598,432.5314559,4985592,432.5314559
333,ROSEMARY,87.59269068,36510,582.2601359,4075512,582.2601359
334,ICELAND,215.3320313,22983,568.3752825,4167156,568.3752825
335,ON-AIR (Feat. PLUMA),105.46875,32539,659.8091646,4732518,659.8091646
336,카누 (Feat. 비비 (BIBI)),93.96306818,11785,525.1865985,3480066,525.1865985
337,"Yours (Feat. 이하이, 창모)",87.59269068,26886,465.6035256,5190648,465.6035256
338,Psycho,69.83741554,30446,583.3482639,4642872,583.3482639
339,Milky Way,97.50884434,27896,551.5391374,4796664,551.5391374
340,Rookie,82.03125,40977,698.2608438,4357752,698.2608438
341,러시안 룰렛 (Russian Roulette),129.1992188,59289,816.9637819,4657848,816.9637819
342,Ice Cream Cake,172.265625,48670,757.1752887,4221504,757.1752887
343,Automatic,178.205819,49242,505.3915449,4634496,505.3915449
344,Be Natural (Feat. SR14B `TAEYONG (태용)`),89.10290948,52177,716.1121213,6183936,716.1121213
345,Bad Boy,99.38401442,9294,632.3303448,4648632,632.3303448
346,Dumb Dumb,147.65625,47211,869.3695407,4466304,869.3695407
347,Time Slip,99.38401442,34727,631.8249183,4836096,631.8249183
348,빨간 맛 (Red Flavor),126.0480183,48222,819.7754891,4214904,819.7754891
349,7월 7일 (One Of These Nights),120.1853198,16352,503.5001348,5775864,503.5001348
350,숨소리 (Breath) (Sung By 태연 (소녀시대) & 종현 (샤이니)),132.5120192,10330,465.5563348,6098112,465.5563348
351,하루 (A Day Without You) (Sung By 종현 (샤이니) & CHEN (EXO)),120.1853198,18719,603.1262736,4762944,603.1262736
352,SWEATY (Feat. Crush),123.046875,16992,629.2929181,4805304,629.2929181
353,ZGZG,95.703125,19186,734.7369338,5045496,734.7369338
354,Body Language (Feat. 범키),92.28515625,32842,590.6549244,4781376,590.6549244
355,아는사람 얘기,184.5703125,41991,489.8639146,4556160,489.8639146
356,Me You (Feat. 백예린 Of 15&),90.66611842,28823,539.7952748,4608576,539.7952748
357,한여름밤의 꿀,86.1328125,25235,551.4848392,5147136,551.4848392
358,Coach Me (Feat. 주헌),151.9990809,28339,487.6965004,4872384,487.6965004
359,사랑하자,139.6748311,7270,435.4730889,4985592,435.4730889
360,데리러 가 (Good Evening),79.50721154,49419,702.1017068,4928568,702.1017068
361,Don't Call Me,101.3327206,37444,661.5933528,4854822,661.5933528
362,Hello,97.50884434,33530,712.338667,4042944,712.338667
363,산소 같은 너 (Love Like Oxygen),97.50884434,37721,835.2209925,4017624,835.2209925
364,LFL (Feat. MELOH),147.65625,14166,600.9325687,4171128,600.9325687
365,"Party (Feat. Jhnovr, pH-1)",135.9991776,16610,751.1867425,4301880,751.1867425
366,Distance (Sung By BoA),64.59960938,24017,519.5444188,4629312,519.5444188
367,회전목마 (Feat. Zion.T & 원슈타인) (Prod. by Slom),206.71875,15278,548.1221563,5507035,548.1221563
368,SO BAD,112.3471467,19043,741.9909536,4680312,741.9909536
369,ASAP,87.59269068,28593,761.2275549,4295340,761.2275549
370,Blanket (Feat. 원슈타인),109.9567819,27383,706.8335598,4682064,706.8335598
371,의식의 흐름 (Feat. 윤미래),101.3327206,27916,534.1585903,4903800,534.1585903
372,전화끊지마 (Feat. pH-1),93.96306818,41457,694.8725264,4061688,694.8725264
373,Relax Moment,93.96306818,19408,543.2108341,4584696,543.2108341
