id,title,tempo,zero_crossing_rating,pitch,loudness,length
1500,소음 (Noise),191.40625,9078,504.6848022,4645752,504.6848022
1501,One-Way,95.703125,25279,675.5731423,4411320,675.5731423
1502,Only You (Feat. 유성은),84.72079918,21200,546.6089176,5497080,546.6089176
1503,부담이 돼 (Feat. 휘인 Of 마마무),129.1992188,31349,571.8938611,5691192,571.8938611
1504,SOLO,97.50884434,50917,904.2122483,3739128,904.2122483
1505,Cold Blooded,120.1853198,26527,647.9260729,3308676,647.9260729
1506,Digital Lover (제시 ver.),120.1853198,34839,660.3369421,4517880,660.3369421
1507,Down,198.7680288,13628,1004.38071,3996024,1004.38071
1508,눈누난나 (NUNU NANA),105.46875,27554,779.3100017,4317432,779.3100017
1509,Gucci,95.703125,14800,832.2991081,3869880,832.2991081
1510,ZOOM,132.5120192,48613,648.0264139,3855222,648.0264139
1511,나이고 싶어,112.3471467,17164,836.5199345,4503168,836.5199345
1512,어떤X (What Type of X),95.703125,21911,815.1717863,4369733,815.1717863
1513,하모니,135.9991776,17770,582.1260347,7204056,582.1260347
1514,GLASSY,126.0480183,44881,652.2634018,4188030,652.2634018
1515,STAY,90.66611842,46216,735.6323154,5028792,735.6323154
1516,나에게로의 초대,161.4990234,21691,631.2065354,5427960,631.2065354
1517,빛이 나 (Shinin`),114.84375,24825,545.7793648,3800760,545.7793648
1518,데자-부 (Deja-Boo) (Feat. Zion.T),114.84375,35676,514.2762771,4612608,514.2762771
1519,Love Belt (Feat. 윤하),92.28515625,24067,384.9274942,4655232,384.9274942
1520,산하엽 (Diphylleia grayi),151.9990809,18285,440.8744762,6068160,440.8744762
1521,Lonely (Feat. 태연),114.84375,28685,408.3994131,5389944,408.3994131
1522,"오늘밤은,",105.46875,40352,571.0165094,4687224,571.0165094
1523,One Of A Kind,86.1328125,20696,620.0727729,4541184,620.0727729
1524,크레용 (Crayon),132.5120192,23626,749.5847186,4343616,749.5847186
1525,Missing You (Feat. 김윤아 Of 자우림),126.0480183,21432,639.9986868,4568256,639.9986868
1526,Black (Feat. 제니 (JENNIE)),120.1853198,16881,472.6064762,4493376,472.6064762
1527,미치GO (GO),103.359375,10579,682.973763,4595904,682.973763
1528,삐딱하게 (Crooked),129.1992188,19119,662.373375,4957056,662.373375
1529,너는 나 나는 너,206.71875,30315,453.4252324,4702200,453.4252324
1530,사랑이었다 (Feat. 루나 of f(x)),172.265625,21226,467.1686837,5951544,467.1686837
1531,유레카 (Feat. Zion.T),178.205819,15859,905.7304617,4057344,905.7304617
1532,Summer Hate (Feat. 비),90.66611842,16600,651.1838949,4070904,651.1838949
1533,웬수 (Feat. 비비 (BIBI)),206.71875,39034,611.3165821,4341048,611.3165821
1534,She`s a Baby,151.9990809,18501,435.2594942,3637752,435.2594942
1535,SoulMate (Feat. 아이유),147.65625,44613,528.6414033,4837560,528.6414033
1536,ANTI (Feat. G.Soul),78.30255682,46813,659.9527856,4774200,659.9527856
1537,FANXY CHILD (Feat. FANXY CHILD),147.65625,52803,941.6990696,5175096,941.6990696
1538,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",117.4538352,28375,600.5602863,5563896,600.5602863
1539,"말해 Yes Or No (Feat. PENOMECO, The Quiett)",129.1992188,7703,672.585198,5602176,672.585198
1540,아무노래,143.5546875,13420,581.567622,5009784,581.567622
1541,METEOR,184.5703125,22030,513.126251,4345656,513.126251
1542,마에스트로 (Maestro),114.84375,13506,573.1006015,4876152,573.1006015
1543,아름다워,44.17067308,9039,615.4698101,4859160,615.4698101
1544,Love U,161.4990234,31405,649.7652541,4209144,649.7652541
1545,Snapping,139.6748311,21299,715.524163,4700472,715.524163
1546,Roller Coaster,86.1328125,26541,607.5307462,4677432,607.5307462
1547,벌써 12시,198.7680288,34125,799.8441034,4890552,799.8441034
1548,그 끝에 그대,135.9991776,11143,408.0822485,4945272,408.0822485
1549,낭만고양이,109.9567819,48967,768.4145496,5076792,768.4145496
1550,피아니시모 (Pianissimo),129.1992188,53123,694.7765039,5042904,694.7765039
1551,오리 날다,105.46875,47766,1249.156618,5421360,1249.156618
1552,꿈꾸는 Sailor,109.9567819,23231,568.0153418,5974668,568.0153418
1553,그런가봐요 (Piano By 유희열),90.66611842,25555,635.6100669,5042880,635.6100669
1554,어른,114.84375,15063,660.3654877,4995384,660.3654877
1555,Honey,139.6748311,37383,790.5029149,4298712,790.5029149
1556,STEP,123.046875,34525,790.8244729,4446720,790.8244729
1557,Pandora,93.96306818,61595,819.6386946,4215744,819.6386946
1558,Pretty Girl,132.5120192,43424,873.1307139,4609752,873.1307139
1559,루팡 (Lupin),135.9991776,32979,920.6812837,4199640,920.6812837
1560,점핑 (Jumping),126.0480183,42426,1117.392786,3905856,1117.392786
1561,맘마미아,101.3327206,49023,762.5578203,4694976,762.5578203
1562,Rock U,103.359375,16165,561.7087713,4720344,561.7087713
1563,우우우 (Feat. 이루펀트),51.16800743,10694,459.0842267,4655232,459.0842267
1564,쓰담쓰담,105.46875,20866,563.7511945,4498296,563.7511945
1565,가을밤 떠난 너,135.9991776,31828,462.7994718,5607096,462.7994718
1566,그때가 좋았어,132.5120192,24164,459.4960299,5190648,459.4960299
1567,꽃이 핀다,99.38401442,19171,482.8501127,5180544,482.8501127
1568,이러지마 제발 (Please Don`t...),95.703125,21350,512.546708,4696704,512.546708
1569,Love Blossom (러브블러썸),107.6660156,13630,469.9371625,4756608,469.9371625
1570,미필적 고의 (Feat. 소유),101.3327206,27393,457.5237805,4688952,457.5237805
1571,촌스럽게 왜 이래 (You Don`t Know Love),191.40625,18730,418.3535414,5158080,418.3535414
1572,그립고 그립고 그립다,129.1992188,20253,419.5230381,5678808,419.5230381
1573,니가 하면 로맨스 (Feat. 다비치),92.28515625,29323,515.3115017,4885632,515.3115017
1574,말해! 뭐해?,101.3327206,22291,638.5585419,4775352,638.5585419
1575,내 생에 아름다운,126.0480183,26803,425.9230835,5311320,425.9230835
1576,썸남썸녀 (Feat. 휘성),112.3471467,36682,557.3521629,4636224,557.3521629
1577,사르르 (Softly),86.1328125,34096,428.8570884,4631616,428.8570884
1578,LOVE IS YOU,191.40625,24108,541.0813237,5015808,541.0813237
1579,KnoCK (Feat. 백예린),147.65625,11730,401.4118718,4405560,401.4118718
1580,O (Feat. 이하이),67.99958882,7143,365.563946,4691832,365.563946
1581,"Set me Free (Feat. Loopy, Jvcki Wai)",129.1992188,10263,737.0922122,5534520,737.0922122
1582,XI (Feat. 이하이),105.46875,35757,531.7995736,4919352,531.7995736
1583,CAVIAR,75.99954044,22123,496.9462827,3249273,496.9462827
1584,North Face (Feat. Jvcki Wai),151.9990809,24169,658.7736657,3194232,658.7736657
1585,Right away (Feat. pH-1),120.1853198,24939,541.2918967,4133688,541.2918967
1586,Romeo N Juliet,86.1328125,39263,371.9168881,5220888,371.9168881
1587,나만 바라봐,139.6748311,24096,594.0979931,5311320,594.0979931
1588,"눈, 코, 입",71.77734375,10165,494.6273628,5071680,494.6273628
1589,I Need A Girl (Feat. G-dragon),166.7086694,15680,498.1847133,4852824,498.1847133
1590,제주도의 푸른 밤,92.28515625,28620,670.4937048,4483320,670.4937048
1591,11:11,101.3327206,19886,431.0029189,4927416,431.0029189
1592,Happy,120.1853198,23452,538.1671928,4873272,538.1671928
1593,I (Feat. 버벌진트),178.205819,38959,622.9357783,4543488,622.9357783
1594,U R,90.66611842,25674,570.889682,6043392,570.889682
1595,쌍둥이자리 (Gemini),67.99958882,20854,492.9604798,4867776,492.9604798
1596,스트레스 (Stress),139.6748311,27274,723.8595256,4432320,723.8595256
1597,먼저 말해줘 (Farewell),71.77734375,16372,497.0184849,4908096,497.0184849
1598,INVU,107.6660156,20205,561.3696676,4519662,561.3696676
1599,그런 밤 (Some Nights),172.265625,18375,513.4483972,4577874,513.4483972
1600,Fine,114.84375,24324,607.0623969,4611768,607.0623969
1601,Cover Up,117.4538352,23208,625.6819931,4542072,625.6819931
1602,날개 (Feel So Fine),101.3327206,11221,612.281874,4829496,612.281874
1603,I Got Love,101.3327206,11652,572.1221771,4189560,572.1221771
1604,I`m OK,178.205819,17715,679.8778925,4731576,679.8778925
1605,Time Lapse,99.38401442,16137,566.2358783,5615736,566.2358783
1606,Sweet Love,156.6051136,27549,671.3355971,4067448,671.3355971
1607,When I Was Young,132.5120192,17615,527.8298537,5117496,527.8298537
1608,Lonely Night,84.72079918,14565,554.8852675,4921656,554.8852675
1609,수채화 (Love in Color),191.40625,13092,450.7181805,3921144,450.7181805
1610,Fire,107.6660156,31218,730.0410753,4130808,730.0410753
1611,Eraser,93.96306818,28760,827.6090609,3850872,827.6090609
1612,Make Me Love You,99.38401442,25182,645.5505263,4700472,645.5505263
1613,I Blame On You,156.6051136,8772,478.8838605,4485624,478.8838605
1614,Curtain Call,37.72239964,17597,613.931861,5128440,613.931861
1615,Here I Am,156.6051136,31766,648.5590159,4504056,648.5590159
1616,불티 (Spark),105.46875,20236,623.4479121,4805304,623.4479121
1617,Find Me,97.50884434,17343,612.5333182,5460216,612.5333182
1618,Love You Like Crazy,95.703125,32354,718.7054637,3958584,718.7054637
1619,하하하 (LOL),87.59269068,12179,504.1842527,4338168,504.1842527
1620,Better Babe,90.66611842,47170,507.9778072,5538552,507.9778072
1621,Wine,71.77734375,9677,460.8042954,5231544,460.8042954
1622,Do You Love Me?,172.265625,14787,443.5202921,5475768,443.5202921
1623,City Love,90.66611842,14183,487.19912,4823736,487.19912
1624,Gravity,89.10290948,10496,592.1518437,5281080,592.1518437
1625,너를 그리는 시간 (Drawing Our Moments),52.20170455,34412,607.3367364,6026424,607.3367364
1626,Something New,112.3471467,60290,630.5564706,4419960,630.5564706
1627,저녁의 이유 (All Night Long) (Feat. LUCAS of NCT),89.10290948,26722,807.1923328,4910136,807.1923328
1628,바람 바람 바람 (Baram X 3),93.96306818,38269,826.757307,4594488,826.757307
1629,Circus,107.6660156,23358,554.7371305,5160120,554.7371305
1630,This Christmas,191.40625,21616,533.8588556,5892792,533.8588556
1631,Let It Snow,120.1853198,21238,625.1613283,4366392,625.1613283
1632,Candy Cane,143.5546875,62475,660.1474859,4510392,660.1474859
1633,Christmas without You,114.84375,17247,452.0999744,5718264,452.0999744
1634,쉿 (Shhhh),109.9567819,57340,593.7401014,5039160,593.7401014
1635,겨울나무 (I`m all ears),166.7086694,13405,487.84813,4743096,487.84813
1636,Weekend,114.84375,32274,668.1736352,5146764,668.1736352
1637,What Do I Call You,129.1992188,29556,592.721994,3698814,592.721994
1638,Why,101.3327206,24898,760.6051745,4581240,760.6051745
1639,Starlight (Feat. DEAN),92.28515625,30933,656.880332,4930296,656.880332
1640,Fashion,107.6660156,6244,597.7390555,4252920,597.7390555
1641,Hands on Me,84.72079918,38435,723.5741516,5037432,723.5741516
1642,Up & Down (Feat. 효연),103.359375,32506,995.39502,3820920,995.39502
1643,Good Thing,117.4538352,61313,997.4750165,3915960,997.4750165
1644,Night,66.25600962,26143,571.70658,4267320,571.70658
1645,숨겨진 세상 (Into the Unknown End Credit Version),90.66611842,23349,754.6377493,4169976,754.6377493
1646,All With You,126.0480183,13963,438.0731113,5158392,438.0731113
1647,사계 (Four Seasons),143.5546875,55748,619.0091448,4150392,619.0091448
1648,Rain,75.99954044,15172,589.2954233,4896312,589.2954233
1649,비밀 (Secret),139.6748311,23714,543.9693537,4790904,543.9693537
1650,그대라는 시,178.205819,8384,460.0181831,4618680,460.0181831
1651,"Goodbye sun, Goodbye moon (With 이수현 of AKMU (악동뮤지션))",129.1992188,55839,657.4255342,6358464,657.4255342
1652,그녀가 말했다 (With 권진아),117.4538352,23694,483.0861339,5901696,483.0861339
1653,언제나 타인 (With 선우정아),178.205819,15991,488.7147311,6185088,488.7147311
1654,내일은 없어,103.359375,21989,521.0179341,4822848,521.0179341
1655,Trouble Maker,57.421875,28792,770.6182577,4843584,770.6182577
1656,넘버나인 (No.9),129.1992188,51288,641.6772888,5043456,641.6772888
1657,Cry Cry,57.421875,13093,690.2591063,4356288,690.2591063
1658,Lovey-Dovey,129.1992188,19269,573.77192,4744512,573.77192
1659,SEXY LOVE,132.5120192,29201,636.6998295,4975488,636.6998295
1660,완전 미쳤네 (Korean Ver.),132.5120192,32759,784.8822452,4394304,784.8822452
1661,Roly-Poly,129.1992188,44275,595.9417616,4727808,595.9417616
1662,TTL (Time To Love),105.46875,53210,557.1108315,4814232,557.1108315
1663,"모든 날, 모든 순간 (Every day, Every Moment)",67.11647727,11621,308.1877877,4641144,308.1877877
1664,너도 아는,123.046875,24181,457.8927433,4939512,457.8927433
1665,너를 만나,117.4538352,33679,424.2688868,6181944,424.2688868
1666,Dream,120.1853198,28375,368.824052,5376120,368.824052
1667,마음,65.41732595,7739,399.5973154,6197496,399.5973154
1668,비밀 (Secret),143.5546875,15286,376.0695798,5243640,376.0695798
1669,어제처럼,129.1992188,15572,348.9681641,5203800,348.9681641
1670,허전해,135.9991776,13478,373.8191823,5140536,373.8191823
1671,안녕,135.9991776,13648,393.7833966,4961400,393.7833966
1672,Loveship,129.1992188,31395,409.5882847,5728056,409.5882847
1673,눈치,93.96306818,35603,418.0102701,5089848,418.0102701
1674,WE GO,123.046875,28004,835.9687228,3879624,835.9687228
1675,너를 너를 너를,129.1992188,15858,543.0650652,5731776,543.0650652
1676,알고 있어,83.35433468,28585,482.3015601,4766976,482.3015601
1677,조금만 더 방황하고 (Feat. Crucial Star),87.59269068,24521,515.1149928,4896576,515.1149928
1678,품 스윗 품 (Feat. Monokim),67.11647727,61089,627.2189643,4576320,627.2189643
1679,돌아오지마 (Feat. 용준형),287.109375,14434,530.9675266,4785720,530.9675266
1680,널 너무 모르고,105.46875,50674,601.7823008,4176312,601.7823008
1681,먹구름 (Feat. 나플라 (nafla)),52.734375,48883,491.5887604,3703416,491.5887604
1682,비도 오고 그래서 (Feat. 신용재),129.1992188,37521,545.0786778,4527096,545.0786778
1683,저 별 (rain ver.),65.41732595,25713,548.2120476,5192376,548.2120476
1684,"And July (Feat. DEAN, DJ Friz)",99.38401442,29205,610.4176656,4986168,610.4176656
1685,Shut Up & Groove (Feat. DEAN),112.3471467,41001,627.4367368,4394040,627.4367368
1686,Underwater,99.38401442,61026,584.0564713,4131960,584.0564713
1687,No Way,93.96306818,20533,643.5930855,4699320,643.5930855
1688,돌아오지마 (Acoustic Ver.),67.99958882,23894,468.9615991,4566840,468.9615991
1689,헤픈 우연,120.1853198,39801,472.7429394,4267998,472.7429394
1690,처음처럼 (Feat. 개리),184.5703125,34554,644.1494883,4366488,644.1494883
1691,감기 (Feat. 창모),86.1328125,19096,478.6065113,4104828,478.6065113
1692,Why,147.65625,24783,505.9818211,4158042,505.9818211
1693,미안해 널 사랑해 (Feat. 김필),166.7086694,10506,438.5078145,4261824,438.5078145
1694,빗물에게 들으니 (Feat. 안예은),143.5546875,15059,494.9322253,3635898,494.9322253
1695,어쨌든 반가워,191.40625,16689,559.1731072,5485452,559.1731072
1696,작사가,139.6748311,14291,419.468435,4323768,419.468435
1697,일이 너무 잘 돼,92.28515625,20602,526.2262385,4434936,526.2262385
1698,너의 이름은 (Feat. ASH ISLAND),67.11647727,18349,603.1800743,5336376,603.1800743
1699,SHE`S FINE,68.90625,16445,584.2739435,3328440,584.2739435
1700,그러니까 (Feat. Colde),143.5546875,15931,429.9782453,4011576,429.9782453
1701,이유,166.7086694,17601,578.9464081,4660728,578.9464081
1702,Dispatch (Feat. 사이먼 도미닉),120.1853198,26573,578.0408612,4024824,578.0408612
1703,숨고 싶어요 (With. 선우정아),156.6051136,23029,466.882812,4877304,466.882812
1704,Buddy (Feat. DAVII),112.3471467,19663,478.0623341,4045560,478.0623341
1705,문득 그런 생각이 들어 (Feat. 나플라 (nafla)),191.40625,8049,687.6639741,4105464,687.6639741
1706,너의 나무 (Feat. 주영),99.38401442,38854,638.4597572,4258104,638.4597572
1707,knock sir,123.046875,34943,549.5131579,4521336,549.5131579
1708,E.T,126.0480183,13981,396.9348949,3258744,396.9348949
1709,없었던 일로,58.06706461,14902,537.8031364,3720702,537.8031364
1710,어쩌면 우리 (Feat. 죠지),117.4538352,19984,412.4050465,5785810,412.4050465
1711,Don′t Lie (Feat. 기리보이),172.265625,6985,439.4962038,4763206,439.4962038
1712,도둑놈 (Feat. 민니 of (여자)아이들),97.50884434,12511,527.5719865,4704966,527.5719865
1713,거리마다 (Feat. I.M of 몬스타엑스),172.265625,23817,535.0813993,4215770,535.0813993
1714,Love is 홀로,77.13386194,12191,432.6226093,4456750,432.6226093
1715,널 만나고,109.9567819,23922,465.1287902,4334501,465.1287902
1716,슈퍼카,89.10290948,11142,388.503729,3593014,388.503729
1717,여행자,191.40625,14912,519.1426077,2955283,519.1426077
1718,도깨비불 (Illusion),60.09265988,33702,592.8357105,4300926,592.8357105
1719,We don`t talk together (Feat. 기리보이) (Prod. SUGA),49.21875,38206,616.8345089,4392312,616.8345089
1720,다 그렇지 뭐,156.6051136,15914,536.1667531,4170552,536.1667531
1721,너와 함께한 시간 속에서,117.4538352,14877,537.810149,4976952,537.810149
1722,Round and round (Feat. 한수지),120.1853198,21367,652.3280563,4457400,652.3280563
1723,떨어지는 낙엽까지도,151.9990809,36121,523.8840201,4474680,523.8840201
1724,만추 (Feat. Crush),103.359375,48852,587.567846,4696440,587.567846
1725,일기,97.50884434,21635,557.6801233,5514936,557.6801233
1726,DAUM (Feat. Colde),69.83741554,32231,424.0361727,5006904,424.0361727
1727,얼고 있어,123.046875,28172,554.4541867,4705656,554.4541867
1728,jenga (Feat. 개코),92.28515625,11641,495.2025227,4634232,495.2025227
1729,괜찮냐고,72.78829225,14397,442.1778465,5098488,442.1778465
1730,내가 더 나빠,143.5546875,12701,501.7904342,5248248,501.7904342
1731,잘 살길 바래 (with DAVII),120.1853198,11871,538.4904677,4594488,538.4904677
1732,바람,132.5120192,25651,586.4174593,2071608,586.4174593
1733,MIANHAE,117.4538352,22900,463.7687702,4797816,463.7687702
1734,비가 오는 날엔 (2021),114.84375,42850,420.3733859,5075616,420.3733859
1735,You're Cold (더 많이 사랑한 쪽이 아프대),78.30255682,16986,523.2174133,5161848,523.2174133
1736,좋았을걸,69.83741554,20820,539.7429293,4908120,539.7429293
1737,엄마가 필요해,84.72079918,19622,405.5363522,3886985,405.5363522
1738,오롯이,139.6748311,9355,455.327141,4283448,455.327141
1739,마지막 너의 인사,67.11647727,38860,496.72649,5283788,496.72649
1740,저 별,82.03125,39861,591.0418767,4813368,591.0418767
1741,첫눈에,105.46875,15729,629.3144012,4531992,629.3144012
1742,너의 마음을 내게 준다면(Feat. Colde),107.6660156,25943,499.119754,6081144,499.119754
1743,내 맘을 볼수 있나요,132.5120192,10893,398.2319604,4978104,398.2319604
1744,밤하늘의 저 별처럼,191.40625,11181,491.7351526,5038584,491.7351526
1745,위잉위잉,82.03125,7448,478.8086089,4271616,478.8086089
1746,와리가리,120.1853198,7705,468.2889017,5034816,468.2889017
1747,Mer,143.5546875,15294,424.0974849,6710400,424.0974849
1748,TOMBOY,143.5546875,24722,645.89577,5330040,645.89577
1749,Paul,61.5234375,22017,385.47049,5968536,385.47049
1750,하늘나라,97.50884434,28436,612.6748123,1600440,612.6748123
1751,Bubble Pop!,143.5546875,26671,761.8666287,4680576,761.8666287
1752,Change (Feat. 용준형),123.046875,47144,593.9253472,4616664,593.9253472
1753,빨개요,161.4990234,49871,733.9972277,4408128,733.9972277
1754,어때?,99.38401442,43028,686.9118248,4394040,686.9118248
1755,Lip & Hip,112.3471467,43779,716.1034302,4625592,716.1034302
1756,NO BREAK (Prod. by GooseBumps & 사이먼 도미닉),178.205819,3688,504.4017333,3067008,504.4017333
1757,I'm a 빛 (I'm a B),69.83741554,12295,598.3802489,3689700,598.3802489
1758,마리아 (Maria),129.1992188,16979,575.8781376,4387704,575.8781376
1759,Kidding,105.46875,33267,566.4589534,3656184,566.4589534
1760,I’m bad too (Feat. DPR LIVE),184.5703125,36442,569.8867216,2926968,569.8867216
1761,멍청이(twit),135.9991776,17802,731.7624226,4206840,731.7624226
1762,말 없이 안아줘 (feat. 크루셜스타),123.046875,16767,460.7917891,5498232,460.7917891
1763,니가 더 잘 알잖아 (youknowbetter),147.65625,15194,732.6268931,4812216,732.6268931
1764,BAE,117.4538352,58836,949.3406545,4555608,949.3406545
1765,내일할래 (To Do List),114.84375,13547,536.4231627,4416504,536.4231627
1766,Over You,126.0480183,36339,613.1059255,4591104,613.1059255
1767,No Thanks,95.703125,33113,544.5891101,3999282,544.5891101
1768,Ah Yeah,206.71875,45307,547.8588,4214196,547.8588
1769,꺼져,72.78829225,17845,620.7647671,4124472,620.7647671
1770,Layin' Low (Feat. Jooyoung),117.4538352,18399,677.2696366,4148634,677.2696366
1771,Love Like This (Feat. Dok2),97.50884434,31031,629.1485986,4661304,629.1485986
1772,모닝콜 (Morning Call),112.3471467,42201,732.0917339,4639992,732.0917339
1773,9LIVES,161.4990234,19856,859.6063464,4484472,859.6063464
1774,달리 (Dally) (Feat. GRAY),143.5546875,32085,765.1180299,4476408,765.1180299
1775,바다보러갈래 (SEE SEA),156.6051136,13564,716.2884657,4413912,716.2884657
1776,아하 (A-Ha),84.72079918,41064,869.9335917,4114236,869.9335917
1777,My Love (Feat. 베이식),123.046875,13406,557.2933437,5600448,557.2933437
1778,"없던 이유 (feat. 매드 클라운, 김승민)",143.5546875,25411,576.9510044,5089140,576.9510044
1779,보고싶어,105.46875,21483,536.0850641,5052408,536.0850641
1780,태엽시계,101.3327206,41663,528.2392258,4539768,528.2392258
1781,둘 중에 골라 (Summer or Summer),129.1992188,29339,692.677811,4388538,692.677811
1782,Lonely,71.77734375,19406,497.1478807,4408128,497.1478807
1783,너 밖에 몰라 (One Way Love),109.9567819,26309,597.4622064,4362048,597.4622064
1784,사랑 하지 마 (Don`t Love Me),114.84375,31160,588.0559504,4819392,588.0559504
1785,스토커 (Feat. 매드 클라운) (Stalker),74.89809783,28397,663.6767895,5292864,663.6767895
1786,마사지 (Feat. Dok2) (Massage),105.46875,49744,636.3918067,4272192,636.3918067
1787,Closer,114.84375,18351,591.4449203,5253696,591.4449203
1788,립스틱 짙게 바르고 (Feat. ZICO Of Block B) (Red Lipstick),86.1328125,36809,521.8265058,4338432,521.8265058
1789,Falling,139.6748311,39943,682.1813718,4749120,682.1813718
1790,O.M.G (Feat. 릴보이 Of 긱스),63.02400915,47673,642.8368625,4242816,642.8368625
1791,오늘 밤 (Tonight),90.66611842,26244,632.3491116,4796352,632.3491116
1792,더 가까이,156.6051136,25525,438.4139849,4855104,438.4139849
1793,안녕,161.4990234,30559,460.2196562,4827456,460.2196562
1794,널 사랑하겠어,132.5120192,22784,631.4346061,4641408,631.4346061
1795,내겐 너니까,90.66611842,15357,620.074184,5095872,620.074184
1796,미치게 만들어,126.0480183,22012,461.9105314,5963328,461.9105314
1797,Love Line,103.359375,26889,600.5645628,4443840,600.5645628
1798,내 입술...따뜻한 커피처럼,87.59269068,23033,449.1194441,6128380,449.1194441
1799,지워 (Feat. 아이언),93.96306818,65709,534.6786138,5029632,534.6786138
1800,다크팬더 (DARK PANDA),123.046875,11296,518.6433304,4629312,518.6433304
1801,BLUE MOON (Prod. GroovyRoom),143.5546875,8554,537.5297153,4477560,537.5297153
1802,FRUITY (Prod. GroovyRoom),95.703125,37807,729.3621644,4448184,729.3621644
1803,Too young to die (Prod. by FRANTS),147.65625,30097,612.0937068,3861690,612.0937068
1804,D-DAY,172.265625,31538,512.38715,4186560,512.38715
1805,water color,129.1992188,30771,616.5802286,4189206,616.5802286
1806,TRASH (Feat. pH-1),99.38401442,36629,580.6829799,3801714,580.6829799
1807,오후 (OHOO),107.6660156,11347,464.5149582,4331796,464.5149582
1808,Butterfly (Feat. GSoul),89.10290948,18913,492.2681764,4601394,492.2681764
1809,봄이 너에게 (Springtime),74.89809783,43666,489.6812943,3540348,489.6812943
1810,NO THANKS,161.4990234,12674,442.9166226,5117658,442.9166226
1811,헤어지자 (Prod. 정키),123.046875,45904,562.0227943,5570232,562.0227943
1812,오묘해,68.90625,9066,443.7211114,4352964,443.7211114
1813,Pink Cloud,107.6660156,39156,455.2887214,4003692,455.2887214
1814,Letter Filled With Light,101.3327206,16270,505.4176386,4145988,505.4176386
1815,Deserve (Interlude),139.6748311,10447,424.2043163,715890,424.2043163
1816,파스텔,80.74951172,21316,523.1794119,3147564,523.1794119
1817,Paraglide,126.0480183,38777,648.9609008,4807782,648.9609008
1818,"너, 너 (N번째 연애 X 휘인 (Whee In))",65.41732595,23519,465.1814864,5980254,465.1814864
1819,너의 하루 끝에,63.80208333,7253,374.9676868,5259660,374.9676868
1820,내 눈물 모아,129.1992188,28005,505.5646113,5590968,505.5646113
1821,그렇게 넌 내게 빛나,59.40193966,19032,494.1288234,5968248,494.1288234
1822,EASY (Feat. Sik-K),68.90625,17294,503.6998077,4159032,503.6998077
1823,그림자,129.1992188,16732,435.3533376,4991352,435.3533376
1824,다라다 (DA RA DA),178.205819,12970,462.6328207,5233848,462.6328207
1825,나르시스 (Narcissus),123.046875,23298,514.5202949,4892856,514.5202949
1826,Nxde,132.5120192,40281,781.9678712,3934896,781.9678712
1827,진심이었던 사람만 바보가 돼,53.83300781,7945,489.6178932,5858762,489.6178932
1828,기억을 걷는 시간 (Time Walking On Memory),89.10290948,18827,441.1531706,5160448,441.1531706
1829,ANTIFRAGILE,105.46875,49785,633.3730497,4066996,633.3730497
1830,정이라고 하자 (Feat. 10CM),172.265625,20419,580.8045908,4160982,580.8045908
1831,Rush Hour (Feat. j-hope of BTS),95.703125,27779,573.898202,3909525,573.898202
1832,Sweaty (Prod. by GRAY),147.65625,28565,627.6682557,3004092,627.6682557
1833,After LIKE,62.26468373,64849,923.9084169,3902262,923.9084169
1834,타이밍,132.5120192,23324,544.1763467,4329716,544.1763467
1835,Attention,105.46875,37891,594.8374787,3947832,594.8374787
1836,Hype boy,99.38401442,41906,676.475419,3944304,676.475419
1837,Cookie,78.30255682,14901,537.9498497,5187042,537.9498497
1838,Whistle (Prod. by GroovyRoom) (Feat. 식케이 & 미란이),151.9990809,16288,784.3775156,3637368,784.3775156
1839,100℃ (Prod. by 기리보이 & YEOHO) (Feat. YUNHWAY),87.59269068,18888,510.0865736,4239774,510.0865736
1840,POP!,97.50884434,36943,663.9260341,3706752,663.9260341
1841,Somebody!,105.46875,14648,448.4688064,3911964,448.4688064
1842,Lemon,117.4538352,12062,410.080952,4668426,410.080952
1843,LAW (Prod. by Czaer),172.265625,14773,553.029788,4175682,553.029788
1844,FOREVER 1,123.046875,43213,849.1120227,4465860,849.1120227
1845,That That (prod. & feat. SUGA of BTS),129.1992188,30161,864.2818274,3850962,864.2818274
1846,별의 조각,139.6748311,21104,590.7556188,5078556,590.7556188
1847,사건의 지평선,129.1992188,18111,591.305289,6632346,591.305289
1848,새삥 (Prod. by ZICO) (Feat. 호미들),87.59269068,11964,707.250385,3250758,707.250385
1849,Sparkling,107.6660156,24757,768.6285663,4121304,768.6285663
1850,너와 나 사이,132.5120192,14813,488.0517613,4475562,488.0517613
